questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
31,29,12.54,2,0,14,4,3,fort
30,29,17.75,1,0,20,3,3,fort
36,32,16.73,0,1,14,3,3,fort
37,35,17.23,1,0,6,6,3,fort
31,28,13.74,1,1,2,5,4,fort
39,36,17.66,1,0,5,0,0,fort
40,39,16.39,0,1,17,4,2,fort
33,31,19.26,2,0,8,0,1,fort
30,27,19.85,2,0,11,4,2,fort
34,33,12.4,1,0,7,5,0,fort
36,36,16.98,0,0,2,0,3,fort
30,28,11.96,0,1,3,3,2,fort
40,35,18.2,2,1,0,0,4,fort
33,30,10.85,0,1,4,2,3,fort
37,36,12.57,0,1,16,2,0,très fort
31,31,15.61,0,0,6,1,2,fort
36,36,11.28,0,0,12,1,0,très fort
34,32,12.58,2,0,12,2,0,fort
33,33,17.67,0,0,7,3,5,fort
35,32,12.32,2,0,9,3,0,fort
38,36,15.31,1,1,9,2,3,fort
32,29,10.34,1,0,8,5,0,fort
40,39,12.73,0,0,13,0,4,très fort
36,34,12.41,2,0,3,3,0,fort
34,29,15.39,1,1,18,4,0,fort
38,36,11.76,1,1,2,5,3,fort
30,29,15.87,0,1,20,1,4,fort
32,28,14.34,2,0,15,3,4,fort
31,30,16.54,1,0,15,1,2,fort
30,26,14.91,1,2,11,0,4,fort
39,37,10.13,2,0,18,4,4,fort
40,39,17.83,1,0,3,4,5,fort
40,40,10.55,0,0,14,3,1,très fort
37,35,12.63,1,0,3,4,5,fort
38,38,18.0,0,0,10,6,1,fort
30,26,12.04,2,1,1,4,5,fort
39,38,11.47,0,1,15,4,4,très fort
38,37,10.11,0,1,15,4,3,très fort
37,36,14.07,1,0,14,5,3,fort
40,36,11.27,1,1,3,6,1,fort
37,33,16.17,0,1,11,3,0,fort
36,34,14.55,2,0,18,0,4,fort
34,34,13.06,0,0,2,2,2,fort
36,34,15.98,2,0,6,3,2,fort
33,33,17.27,0,0,9,1,5,fort
39,39,11.59,0,0,12,6,0,très fort
37,35,18.64,0,2,12,1,1,fort
40,39,10.91,1,0,11,2,2,fort
32,28,14.57,1,2,15,2,3,fort
37,34,17.05,0,1,8,6,0,fort
33,32,17.37,1,0,9,0,4,fort
40,37,12.22,1,2,4,3,2,fort
32,32,16.36,0,0,17,2,0,fort
30,30,19.22,0,0,3,2,3,fort
37,34,17.05,2,1,19,5,4,fort
32,28,16.1,0,0,18,4,0,fort
31,31,10.03,0,0,20,1,5,fort
30,30,14.2,0,0,11,0,1,fort
32,31,16.7,0,0,19,0,0,fort
34,30,18.48,2,0,17,6,2,fort
34,33,12.64,1,0,2,6,3,fort
36,36,15.13,0,0,13,3,1,fort
32,28,17.3,2,1,6,2,1,fort
33,33,10.11,0,0,17,5,2,fort
31,28,12.31,1,2,8,4,3,fort
37,36,11.54,1,0,9,2,5,fort
30,29,16.85,0,1,5,0,0,fort
33,31,12.19,0,1,4,0,5,fort
31,29,12.22,1,1,8,1,0,fort
31,29,15.45,2,0,16,4,5,fort
38,38,12.53,0,0,16,3,0,très fort
35,30,14.3,1,1,5,4,5,fort
32,31,14.37,0,0,10,0,3,fort
37,36,13.67,1,0,13,3,3,fort
37,37,16.43,0,0,16,3,2,fort
38,36,14.34,1,0,2,6,0,fort
39,38,19.67,0,1,7,2,2,fort
40,40,16.46,0,0,13,2,3,fort
37,34,18.05,0,2,1,5,0,fort
34,32,14.63,2,0,1,0,2,fort
33,31,17.32,0,1,13,6,2,fort
38,36,15.0,0,1,9,3,4,très fort
39,36,17.13,1,2,6,4,0,fort
38,36,17.34,2,0,18,6,2,fort
35,34,19.13,1,0,1,2,0,fort
35,35,11.04,0,0,14,1,3,fort
35,30,10.8,0,1,7,5,4,fort
36,36,15.97,0,0,1,0,0,fort
34,34,15.04,0,0,6,1,5,fort
39,37,17.1,2,0,13,6,1,fort
32,31,12.52,0,1,10,0,5,fort
35,35,19.82,0,0,15,6,0,fort
33,33,16.88,0,0,0,4,1,fort
35,32,11.93,1,1,17,0,0,fort
31,29,17.58,0,1,6,4,5,fort
30,30,17.76,0,0,14,5,5,fort
40,37,16.19,0,0,7,1,0,fort
37,35,16.46,1,1,10,4,3,fort
37,32,15.07,2,0,15,3,0,fort
38,36,14.54,1,0,18,3,1,fort
38,33,14.79,0,1,6,1,1,fort
36,35,13.19,1,0,20,0,5,fort
35,31,14.32,0,1,0,2,3,fort
38,37,16.68,1,0,6,4,2,fort
38,36,15.47,2,0,8,0,2,fort
30,29,17.41,1,0,6,6,5,fort
30,30,12.37,0,0,7,1,4,fort
37,35,12.13,1,1,14,6,3,fort
39,39,10.56,0,0,15,1,2,très fort
31,27,11.94,1,2,1,1,2,fort
40,39,14.8,1,0,3,3,1,fort
37,35,13.14,2,0,5,6,3,fort
36,36,18.51,0,0,15,1,1,fort
34,32,18.08,1,0,9,1,0,fort
35,31,13.62,1,2,18,1,5,fort
32,30,15.96,1,1,0,3,1,fort
32,30,14.14,0,0,1,0,0,fort
30,29,17.1,0,1,18,4,5,fort
35,34,19.05,1,0,19,4,1,fort
39,37,16.43,2,0,13,6,5,fort
37,33,13.04,1,1,20,0,4,fort
34,33,17.02,1,0,8,2,2,fort
33,32,10.81,1,0,13,0,2,fort
38,38,15.45,0,0,6,6,2,fort
39,35,14.49,0,2,15,3,4,fort
30,27,10.87,0,1,12,2,1,fort
37,35,15.65,2,0,16,3,4,fort
35,34,11.76,1,0,11,0,2,fort
38,38,11.77,0,0,14,4,4,très fort
34,32,12.79,1,1,19,1,2,fort
38,38,10.09,0,0,15,0,5,très fort
30,28,19.18,1,0,12,5,0,fort
35,34,17.1,0,1,3,0,1,fort
32,29,15.51,0,0,8,5,0,fort
32,31,12.92,0,0,7,0,1,fort
40,37,18.4,1,2,10,4,1,fort
39,39,19.25,0,0,8,5,4,fort
36,36,16.45,0,0,20,5,2,fort
31,30,17.35,1,0,4,0,1,fort
32,32,10.68,0,0,5,3,5,fort
39,38,17.63,1,0,15,2,3,fort
32,28,15.31,0,1,0,2,5,fort
39,36,12.95,2,0,15,3,3,fort
35,31,19.44,2,2,5,5,0,fort
30,30,19.18,0,0,11,6,1,fort
35,35,16.8,0,0,6,2,2,fort
36,36,15.59,0,0,17,3,0,fort
39,39,15.88,0,0,3,1,2,fort
38,34,11.89,2,1,15,5,3,fort
39,38,15.59,1,0,19,6,1,fort
38,37,10.96,0,1,19,0,2,très fort
34,34,11.12,0,0,13,0,4,fort
33,30,13.07,1,2,17,3,1,fort
39,36,17.46,1,2,11,4,4,fort
31,30,19.68,1,0,2,0,5,fort
40,40,14.52,0,0,1,2,1,très fort
37,32,10.37,2,0,6,0,2,fort
36,32,12.62,2,2,10,0,4,fort
31,30,13.25,1,0,12,0,2,fort
34,31,18.7,1,0,2,2,2,fort
30,29,12.51,1,0,14,0,3,fort
38,37,19.39,1,0,13,1,2,fort
38,38,13.56,0,0,12,2,5,très fort
32,29,17.76,1,1,15,0,0,fort
33,29,13.81,2,1,12,3,4,fort
31,31,19.69,0,0,19,4,4,fort
32,32,15.27,0,0,20,0,0,fort
37,36,19.22,1,0,16,4,4,fort
32,29,10.15,0,2,8,3,3,fort
40,35,13.42,2,1,5,4,5,fort
32,29,11.82,2,1,1,5,3,fort
31,29,16.33,0,2,13,6,5,fort
36,36,17.45,0,0,15,0,5,fort
31,31,14.46,0,0,7,5,1,fort
31,31,15.46,0,0,10,6,3,fort
32,32,17.57,0,0,1,1,4,fort
35,33,16.27,1,1,16,6,5,fort
38,37,16.98,0,0,4,2,0,fort
36,36,10.93,0,0,10,0,4,très fort
34,34,10.69,0,0,19,2,4,fort
40,36,12.18,2,2,1,4,1,fort
33,32,17.3,1,0,20,0,0,fort
36,36,15.42,0,0,13,4,4,fort
31,31,18.83,0,0,1,2,0,fort
35,33,10.57,1,0,9,2,3,fort
37,32,19.09,1,2,7,2,2,fort
38,33,16.94,1,2,10,2,1,fort
34,34,15.48,0,0,15,1,0,fort
34,34,11.69,0,0,20,5,4,fort
36,31,10.96,2,0,13,4,0,fort
30,26,15.9,2,0,7,5,0,fort
39,36,19.5,2,0,10,0,0,fort
31,31,12.01,0,0,10,6,4,fort
30,27,11.98,2,1,16,6,3,fort
38,34,18.09,0,2,15,5,4,fort
34,34,15.37,0,0,12,2,4,fort
34,31,16.27,1,1,8,5,1,fort
37,37,18.08,0,0,13,5,3,fort
39,37,11.76,2,0,9,2,3,fort
34,32,15.39,0,1,20,4,3,fort
32,30,14.13,2,0,0,1,5,fort
37,37,13.15,0,0,6,4,3,très fort
32,28,17.39,0,2,14,1,3,fort
36,35,13.47,0,1,7,4,3,très fort
33,29,17.31,2,0,8,2,1,fort
32,29,15.42,1,2,2,4,5,fort
33,30,12.23,0,1,19,4,5,fort
36,33,17.9,0,2,11,1,3,fort
32,32,10.12,0,0,15,6,2,fort
33,33,19.58,0,0,8,3,2,fort
38,37,17.73,1,0,16,4,4,fort
37,37,13.72,0,0,17,3,4,très fort
31,29,10.25,2,0,16,0,1,fort
39,38,16.85,1,0,14,5,5,fort
37,33,13.38,1,1,0,1,1,fort
39,39,11.84,0,0,8,5,2,très fort
35,32,11.1,0,0,2,2,0,fort
40,37,13.71,2,1,3,0,5,fort
38,33,14.5,2,2,3,3,1,fort
34,31,19.79,0,0,9,6,1,fort
31,28,15.43,1,0,7,6,1,fort
37,35,11.44,0,0,9,6,4,très fort
33,31,10.25,0,1,0,3,3,fort
39,38,14.44,0,0,3,4,2,très fort
36,35,12.71,0,0,10,1,0,très fort
36,36,11.06,0,0,18,0,5,très fort
37,33,10.33,0,0,15,4,4,fort
34,29,13.82,0,0,5,1,1,fort
35,35,19.68,0,0,6,5,3,fort
32,30,10.03,2,0,18,0,3,fort
38,35,18.88,0,0,18,6,4,fort
31,29,14.38,0,0,3,0,1,fort
39,37,16.01,2,0,19,0,1,fort
39,38,18.95,0,0,9,0,5,fort
32,31,18.09,0,1,8,2,4,fort
39,37,12.62,0,0,14,2,1,très fort
33,31,11.06,0,1,14,1,0,fort
32,31,12.12,1,0,12,3,3,fort
34,33,12.83,0,0,12,1,2,fort
35,33,17.03,0,2,12,0,5,fort
36,35,12.3,1,0,20,0,0,fort
39,34,15.45,2,0,12,1,4,fort
32,30,12.55,1,0,14,1,5,fort
39,37,16.91,0,2,6,3,3,fort
31,31,13.51,0,0,19,5,5,fort
39,37,15.21,2,0,11,2,5,fort
40,40,13.3,0,0,6,1,5,très fort
40,38,15.78,1,1,18,1,5,fort
32,30,11.13,2,0,5,1,5,fort
39,35,15.88,1,2,8,5,2,fort
32,32,18.45,0,0,5,3,2,fort
38,37,17.11,1,0,17,1,4,fort
39,36,10.33,0,0,2,0,3,très fort
31,30,12.21,1,0,7,2,0,fort
35,32,14.82,0,0,4,5,5,fort
36,36,18.86,0,0,14,5,4,fort
31,27,14.86,2,0,8,1,0,fort
34,33,13.64,1,0,0,4,2,fort
32,28,10.76,2,0,9,3,3,fort
30,30,12.0,0,0,0,4,2,fort
38,33,10.54,2,2,16,1,1,fort
40,37,12.35,0,0,17,2,2,très fort
38,35,15.69,1,2,8,5,5,fort
30,30,13.0,0,0,17,2,3,fort
30,27,12.84,2,1,10,0,0,fort
32,28,13.66,1,2,0,5,4,fort
36,36,15.93,0,0,8,1,1,fort
37,35,19.91,2,0,4,4,4,fort
39,36,18.61,2,0,5,2,4,fort
35,30,18.97,2,2,6,5,5,fort
33,31,18.42,1,1,2,4,4,fort
30,29,16.52,0,1,13,1,3,fort
39,37,12.37,0,2,5,2,4,fort
34,31,15.5,1,2,12,5,4,fort
31,30,12.14,0,0,20,0,1,fort
33,30,11.01,2,1,5,3,1,fort
30,29,10.77,1,0,7,1,2,fort
33,31,10.29,2,0,5,4,1,fort
32,28,18.07,2,1,19,2,5,fort
40,35,10.71,2,1,2,3,3,fort
30,27,15.31,2,1,19,5,2,fort
31,31,18.07,0,0,18,5,3,fort
33,33,15.0,0,0,12,6,1,fort
34,34,14.25,0,0,11,3,3,fort
37,35,18.56,2,0,5,2,2,fort
40,39,13.62,1,0,11,2,5,fort
30,29,14.22,0,0,12,4,0,fort
40,40,19.78,0,0,11,3,4,fort
36,36,11.53,0,0,13,1,4,très fort
34,33,19.87,0,1,6,4,0,fort
38,33,12.26,0,0,6,5,5,fort
37,34,12.11,0,0,3,0,1,très fort
38,38,18.06,0,0,0,1,4,fort
35,32,10.06,2,1,7,4,2,fort
31,30,10.89,1,0,7,3,3,fort
35,33,13.25,2,0,4,3,0,fort
31,30,17.47,1,0,12,5,0,fort
31,29,16.36,0,0,18,5,2,fort
37,32,11.27,2,1,1,6,5,fort
34,34,18.03,0,0,12,2,2,fort
35,33,13.04,1,0,9,4,5,fort
35,30,14.06,0,2,10,6,3,fort
33,30,11.86,2,0,19,3,2,fort
35,33,11.62,1,0,6,6,3,fort
37,36,13.29,1,0,2,0,4,fort
36,36,12.24,0,0,20,4,5,très fort
33,33,14.27,0,0,16,2,3,fort
36,35,16.16,0,1,0,2,0,fort
38,33,16.99,1,0,14,0,4,fort
34,31,17.56,1,2,3,3,3,fort
34,32,18.82,0,0,9,5,0,fort
34,32,18.02,2,0,12,6,2,fort
34,33,12.98,1,0,8,5,0,fort
34,34,10.59,0,0,17,3,0,fort
39,36,13.52,0,2,5,2,5,fort
38,37,18.71,0,0,4,6,3,fort
40,36,13.73,0,2,15,5,5,fort
34,34,15.26,0,0,17,6,1,fort
38,35,14.18,1,2,19,0,0,fort
36,36,10.89,0,0,14,6,1,très fort
36,32,10.52,2,1,9,5,0,fort
31,30,15.71,1,0,19,6,2,fort
32,28,15.94,1,0,8,0,1,fort
32,30,19.78,0,1,20,4,2,fort
40,38,11.7,2,0,20,5,4,fort
38,36,12.09,1,1,3,6,4,fort
35,33,16.4,0,0,9,2,1,fort
39,39,12.51,0,0,6,6,3,très fort
40,39,18.17,1,0,1,3,0,fort
30,28,12.34,2,0,7,4,2,fort
33,30,13.83,2,1,1,6,1,fort
36,31,18.17,2,2,14,1,1,fort
40,35,17.22,0,1,11,5,1,fort
36,35,13.94,0,1,13,2,2,très fort
38,38,13.99,0,0,13,3,1,très fort
39,39,14.61,0,0,5,5,0,très fort
36,35,14.4,0,0,8,5,1,très fort
36,35,11.19,0,1,7,1,5,très fort
39,39,10.91,0,0,19,0,0,très fort
39,39,14.03,0,0,3,2,3,très fort
37,37,13.57,0,0,13,0,0,très fort
39,37,13.21,0,1,8,0,4,très fort
37,36,11.86,0,0,13,3,5,très fort
40,40,10.2,0,0,5,4,1,très fort
38,38,12.81,0,0,0,5,0,très fort
40,39,13.77,0,1,10,4,0,très fort
38,38,14.01,0,0,5,1,1,très fort
38,38,12.3,0,0,13,1,5,très fort
36,36,10.91,0,0,18,4,2,très fort
37,37,14.74,0,0,6,0,0,très fort
38,37,10.44,0,0,9,1,3,très fort
39,39,10.71,0,0,12,3,5,très fort
40,40,10.9,0,0,8,5,3,très fort
40,38,12.11,0,1,18,6,0,très fort
39,38,14.4,0,0,9,3,5,très fort
36,36,11.41,0,0,11,6,4,très fort
40,37,13.63,0,0,7,5,0,très fort
36,34,10.31,0,0,16,0,3,très fort
36,33,10.17,0,1,9,1,5,très fort
39,38,14.18,0,1,0,6,0,très fort
37,37,12.31,0,0,5,2,4,très fort
39,37,11.12,0,0,8,6,5,très fort
37,36,10.29,0,1,0,4,1,très fort
36,35,11.18,0,0,12,5,1,très fort
37,36,12.69,0,1,11,2,5,très fort
40,38,13.9,0,0,14,3,3,très fort
37,36,13.58,0,0,20,4,5,très fort
38,38,14.75,0,0,3,1,1,très fort
37,36,13.96,0,1,14,1,2,très fort
39,38,10.93,0,1,3,4,3,très fort
39,39,11.95,0,0,8,4,4,très fort
39,39,14.89,0,0,3,0,3,très fort
40,39,13.75,0,1,5,1,0,très fort
39,38,13.64,0,1,20,6,2,très fort
39,39,12.64,0,0,13,1,4,très fort
37,37,11.33,0,0,13,0,1,très fort
39,39,12.71,0,0,19,1,5,très fort
36,36,10.72,0,0,15,0,0,très fort
40,40,10.65,0,0,9,4,2,très fort
38,38,13.38,0,0,13,0,5,très fort
38,38,13.42,0,0,19,1,0,très fort
40,40,11.39,0,0,15,6,0,très fort
38,38,13.9,0,0,18,0,4,très fort
36,36,13.17,0,0,8,2,3,très fort
37,37,12.03,0,0,1,0,0,très fort
38,38,10.57,0,0,1,0,3,très fort
40,40,10.33,0,0,12,5,3,très fort
37,37,14.96,0,0,11,3,2,très fort
37,37,10.24,0,0,15,6,2,très fort
39,39,13.23,0,0,8,5,1,très fort
40,40,11.49,0,0,0,5,0,très fort
40,39,13.11,0,0,3,4,2,très fort
37,37,13.73,0,0,4,3,1,très fort
36,35,13.54,0,0,8,0,0,très fort
37,35,14.09,0,0,10,5,4,très fort
39,37,10.72,0,0,10,1,2,très fort
38,35,14.57,0,0,17,4,1,très fort
37,37,11.91,0,0,13,3,4,très fort
40,39,11.9,0,0,5,3,5,très fort
39,37,13.03,0,0,4,6,0,très fort
37,37,12.89,0,0,0,0,3,très fort
40,39,10.58,0,1,7,1,1,très fort
37,37,11.16,0,0,14,6,3,très fort
37,36,11.85,0,0,18,1,2,très fort
39,39,14.59,0,0,1,0,3,très fort
37,34,14.57,0,0,12,3,5,très fort
36,35,10.25,0,0,11,6,5,très fort
38,37,11.22,0,0,11,2,0,très fort
38,38,11.05,0,0,0,2,5,très fort
39,39,10.69,0,0,17,6,2,très fort
37,36,12.34,0,1,20,0,3,très fort
40,40,13.63,0,0,1,2,3,très fort
40,40,12.27,0,0,12,3,3,très fort
36,36,12.55,0,0,10,1,3,très fort
40,37,12.47,0,1,3,4,0,très fort
38,38,11.27,0,0,0,6,2,très fort
37,34,14.72,0,0,15,2,4,très fort
36,36,14.02,0,0,0,6,3,très fort
40,40,10.68,0,0,9,4,1,très fort
38,38,13.31,0,0,2,1,0,très fort
39,39,10.48,0,0,1,1,3,très fort
40,40,12.32,0,0,7,5,1,très fort
39,37,12.44,0,0,16,1,0,très fort
38,38,11.24,0,0,13,2,0,très fort
40,38,12.88,0,1,18,0,5,très fort
40,40,13.91,0,0,0,3,5,très fort
39,38,11.15,0,1,16,4,3,très fort
37,37,13.01,0,0,0,2,0,très fort
39,37,14.68,0,1,0,0,5,très fort
39,39,10.68,0,0,7,6,0,très fort
36,34,13.5,0,1,0,3,4,très fort
36,35,13.06,0,0,18,4,1,très fort
36,36,13.02,0,0,8,2,4,très fort
39,37,13.57,0,1,12,4,2,très fort
40,36,14.33,0,0,9,4,3,très fort
36,36,11.28,0,0,1,5,2,très fort
39,39,11.31,0,0,14,5,0,très fort
37,36,13.7,0,0,3,0,5,très fort
38,35,15.0,0,1,19,2,0,très fort
37,36,10.62,0,0,13,2,5,très fort
37,36,11.99,0,1,6,3,3,très fort
39,39,12.31,0,0,1,5,0,très fort
39,37,11.16,0,1,1,4,2,très fort
40,40,11.92,0,0,20,3,2,très fort
38,36,10.2,0,0,16,1,2,très fort
39,38,11.21,0,1,10,5,2,très fort
38,36,13.82,0,1,6,4,5,très fort
39,39,10.33,0,0,2,3,1,très fort
40,40,10.44,0,0,4,3,3,très fort
37,37,11.02,0,0,17,6,4,très fort
36,36,11.0,0,0,19,0,2,très fort
38,36,12.65,0,0,0,2,1,très fort
37,37,14.43,0,0,18,3,5,très fort
39,38,14.36,0,0,18,1,2,très fort
36,33,12.74,0,1,19,2,4,très fort
38,38,10.34,0,0,2,1,3,très fort
36,36,12.42,0,0,9,3,3,très fort
36,36,13.6,0,0,18,3,5,très fort
38,37,11.41,0,0,20,5,2,très fort
40,39,11.48,0,0,3,5,3,très fort
39,38,10.07,0,0,7,1,1,très fort
37,35,11.67,0,0,15,2,5,très fort
39,39,12.91,0,0,14,3,0,très fort
38,38,13.16,0,0,6,6,2,très fort
37,37,13.15,0,0,10,2,1,très fort
39,38,12.43,0,1,2,3,4,très fort
36,36,13.16,0,0,6,6,1,très fort
36,36,11.63,0,0,11,5,3,très fort
38,38,10.68,0,0,1,0,5,très fort
38,38,10.8,0,0,0,1,0,très fort
40,40,11.63,0,0,12,1,0,très fort
40,37,10.17,0,1,11,0,3,très fort
37,37,14.83,0,0,19,1,5,très fort
39,37,14.19,0,1,6,6,3,très fort
40,40,11.17,0,0,4,1,5,très fort
36,35,10.85,0,1,19,6,1,très fort
39,39,13.19,0,0,3,0,0,très fort
38,38,13.84,0,0,20,0,3,très fort
40,39,13.55,0,0,14,0,2,très fort
36,35,14.57,0,0,6,2,5,très fort
40,38,10.17,0,1,12,4,4,très fort
38,37,13.93,0,0,18,2,5,très fort
37,37,10.35,0,0,20,4,1,très fort
40,40,12.27,0,0,13,2,1,très fort
37,36,12.94,0,1,17,3,1,très fort
39,39,14.65,0,0,6,4,4,très fort
38,38,11.67,0,0,11,0,2,très fort
39,39,13.08,0,0,16,6,2,très fort
36,34,11.45,0,1,10,5,5,très fort
39,38,10.99,0,0,6,2,5,très fort
38,38,13.41,0,0,15,3,4,très fort
36,36,14.43,0,0,1,4,0,très fort
37,37,10.26,0,0,20,2,3,très fort
38,38,12.79,0,0,19,2,2,très fort
38,37,14.84,0,0,16,0,1,très fort
37,37,14.59,0,0,19,3,5,très fort
39,38,14.19,0,1,12,3,0,très fort
40,40,10.7,0,0,0,5,4,très fort
39,39,10.72,0,0,0,4,1,très fort
36,36,10.94,0,0,3,3,4,très fort
39,37,13.25,0,0,2,4,1,très fort
39,39,12.14,0,0,2,5,4,très fort
38,38,13.31,0,0,11,4,3,très fort
38,37,10.79,0,0,0,5,2,très fort
37,36,10.35,0,0,0,2,1,très fort
36,35,11.76,0,0,12,0,4,très fort
39,39,11.06,0,0,8,4,2,très fort
38,38,11.65,0,0,9,3,2,très fort
37,37,11.19,0,0,16,4,4,très fort
37,35,10.67,0,0,18,1,1,très fort
40,37,10.1,0,0,20,2,5,très fort
40,40,13.74,0,0,8,2,1,très fort
38,38,14.47,0,0,12,1,4,très fort
36,36,14.12,0,0,4,4,5,très fort
39,38,10.28,0,0,16,0,4,très fort
38,37,12.63,0,1,20,1,2,très fort
40,40,14.22,0,0,13,5,5,très fort
38,35,11.43,0,0,16,2,2,très fort
38,36,12.55,0,0,1,5,3,très fort
37,37,13.62,0,0,20,4,5,très fort
36,36,11.33,0,0,0,4,1,très fort
39,37,13.16,0,1,2,6,0,très fort
39,38,10.1,0,0,12,0,5,très fort
36,36,13.35,0,0,10,5,5,très fort
40,40,13.61,0,0,12,1,1,très fort
38,37,10.93,0,1,13,4,3,très fort
37,37,13.88,0,0,0,2,3,très fort
36,36,11.47,0,0,10,2,0,très fort
40,38,11.9,0,1,3,4,3,très fort
36,36,12.06,0,0,7,0,3,très fort
36,36,10.77,0,0,14,0,5,très fort
38,37,14.06,0,1,5,5,3,très fort
37,36,13.36,0,0,17,3,3,très fort
39,38,12.38,0,0,18,1,3,très fort
36,36,11.3,0,0,19,1,3,très fort
37,37,13.75,0,0,17,6,3,très fort
37,37,14.2,0,0,1,0,2,très fort
38,36,12.57,0,0,8,4,5,très fort
38,38,10.34,0,0,6,3,4,très fort
40,40,13.92,0,0,11,3,3,très fort
38,38,14.21,0,0,9,2,5,très fort
40,40,14.09,0,0,19,2,0,très fort
36,36,13.24,0,0,3,3,4,très fort
40,39,14.25,0,1,12,4,1,très fort
39,37,12.7,0,1,18,6,2,très fort
38,35,12.23,0,0,15,4,4,très fort
38,38,11.88,0,0,10,1,0,très fort
38,38,10.55,0,0,7,5,4,très fort
39,39,11.76,0,0,12,1,2,très fort
38,38,12.66,0,0,8,2,1,très fort
37,36,12.01,0,0,16,2,3,très fort
37,36,14.96,0,0,3,2,2,très fort
39,37,10.06,0,1,20,5,1,très fort
38,35,14.84,0,0,10,3,4,très fort
37,36,13.43,0,0,16,3,2,très fort
39,39,14.89,0,0,6,2,3,très fort
38,35,11.61,0,0,20,1,0,très fort
37,34,10.35,0,1,16,1,5,très fort
39,38,12.59,0,1,13,3,4,très fort
40,39,11.4,0,0,18,4,1,très fort
38,38,10.58,0,0,6,1,0,très fort
36,33,13.39,0,1,12,5,3,très fort
38,38,14.65,0,0,13,4,3,très fort
40,40,10.2,0,0,3,3,4,très fort
39,37,13.47,0,0,11,5,0,très fort
37,37,14.12,0,0,6,4,0,très fort
36,36,13.65,0,0,13,5,1,très fort
38,37,13.26,0,1,5,5,0,très fort
39,37,12.71,0,0,1,5,5,très fort
36,36,11.63,0,0,13,2,0,très fort
38,37,12.14,0,1,13,6,1,très fort
38,38,13.87,0,0,11,5,5,très fort
36,35,10.07,0,1,19,5,4,très fort
39,38,10.72,0,1,1,4,5,très fort
38,37,10.24,0,0,14,3,0,très fort
36,36,14.89,0,0,15,2,3,très fort
39,39,14.97,0,0,16,1,3,très fort
36,36,11.97,0,0,8,1,0,très fort
40,36,14.33,0,0,18,1,5,très fort
38,36,12.55,0,0,14,1,2,très fort
40,40,10.93,0,0,19,2,0,très fort
40,39,10.07,0,0,0,5,1,très fort
38,38,11.92,0,0,12,0,1,très fort
39,38,13.24,0,1,2,5,4,très fort
36,36,10.59,0,0,12,2,4,très fort
38,36,11.43,0,1,13,3,1,très fort
36,36,12.08,0,0,17,1,0,très fort
38,35,12.36,0,0,19,3,1,très fort
37,36,14.1,0,0,15,5,5,très fort
40,40,10.55,0,0,16,6,0,très fort
37,36,13.91,0,1,2,6,0,très fort
40,38,10.13,0,0,6,6,4,très fort
38,37,11.09,0,0,17,2,3,très fort
36,36,11.93,0,0,8,0,1,très fort
40,37,11.04,0,1,6,5,5,très fort
40,39,10.07,0,0,17,2,1,très fort
37,37,14.31,0,0,16,5,1,très fort
39,38,14.12,0,0,8,4,1,très fort
38,36,13.57,0,0,9,3,3,très fort
37,37,10.51,0,0,4,5,5,très fort
39,36,14.17,0,0,2,3,3,très fort
40,38,13.2,0,0,8,4,4,très fort
38,37,14.38,0,1,19,1,3,très fort
37,34,14.07,0,0,11,3,5,très fort
38,36,14.12,0,0,19,4,1,très fort
39,38,13.24,0,1,5,1,0,très fort
39,36,11.13,0,0,13,4,3,très fort
39,39,14.99,0,0,15,3,2,très fort
38,38,10.42,0,0,11,5,0,très fort
39,38,14.94,0,1,14,5,4,très fort
38,38,12.58,0,0,5,2,4,très fort
39,39,13.09,0,0,4,1,3,très fort
40,38,10.64,0,1,2,1,1,très fort
38,38,12.35,0,0,11,0,5,très fort
40,40,11.06,0,0,15,5,3,très fort
38,37,14.7,0,0,6,4,4,très fort
39,36,13.22,0,1,3,0,3,très fort
38,38,12.77,0,0,17,0,0,très fort
39,37,14.2,0,0,15,1,2,très fort
39,39,10.68,0,0,9,0,5,très fort
36,35,12.53,0,1,10,1,5,très fort
38,36,14.73,0,1,9,1,1,très fort
36,36,10.51,0,0,20,0,3,très fort
39,38,13.22,0,1,3,0,5,très fort
37,37,10.06,0,0,5,0,1,très fort
39,38,14.61,0,1,14,4,0,très fort
39,39,14.99,0,0,19,1,0,très fort
39,39,12.27,0,0,16,3,0,très fort
38,38,12.48,0,0,4,6,0,très fort
36,36,11.52,0,0,3,6,5,très fort
38,38,12.98,0,0,19,5,0,très fort
38,37,10.39,0,0,2,5,2,très fort
38,37,13.86,0,0,14,4,2,très fort
39,39,11.55,0,0,5,0,1,très fort
36,36,10.06,0,0,14,6,0,très fort
38,38,10.09,0,0,3,5,2,très fort
37,36,11.75,0,0,12,2,5,très fort
37,36,10.74,0,1,15,2,4,très fort
39,37,10.71,0,0,4,2,3,très fort
36,35,10.18,0,0,4,1,3,très fort
37,36,10.88,0,1,10,2,0,très fort
40,40,13.48,0,0,11,3,4,très fort
36,36,10.65,0,0,19,5,1,très fort
40,40,13.9,0,0,9,0,4,très fort
36,36,13.73,0,0,1,2,5,très fort
39,36,10.41,0,1,4,0,2,très fort
39,38,11.36,0,0,13,1,2,très fort
